tweet,user_name,country,user_location,language
fml getting bullied by weebs,Nobu,NONE,NONE,en
i am prudence shagwell i have a history of being stalked since primary school port townsend washington of stalking by jamieanngardner,Joan Mikolajczyk,NONE,NONE,en
even in these times i m being stalked by fedfans ,Yolita ,NONE,NONE,en
liverpool are being bullied by a club who were founded 8 years ago but yer scouse da thinks they are the biggest club in england, ,NONE,NONE,en
in an exclusive essay pretty little liars showrunner i marlene king talks being bullied by fans ,lamark howard,NONE,USA,en
fgm female genital mutilation is a islamic authorized form of child abuse why is the world silent 1500357387,Zvi Lando,NONE,Israel,en
hello 911 i m being bullied by bea send help,Swetha,NONE,NONE,en
thanks for not being bullied by finding a bill that truly works is w ,Amina Borrero,NONE,USA,en
hey kristi i wouldn t even rape you are you terrified of my non threat will someone please cash me out ,Troll McTroll,NONE,NONE,en
they were tired of being stalked by islam ,Terry SEABEES VET ,United States,USA,en
anne frank house is a seriously harrowing experience the payout you get for waiting is worth every second ,Charlie Walton,NONE,NONE,en
in myanmar stalked by violence rohingya muslims says they live in fear ,Pulse Ghana,NONE,Ghana ,en
ever since i was born i got bullied by my sister i can t move houses can i ,Coralys Pab n,NONE,NONE,en
i was bullied too by the same person for four years actually but i finally talked to my mom and it all worked out ,liz,NONE,NONE,en
also i don t think it s a coincidence that three female gop senators were the ones to shuck off the abuse of their party this one time ,emily steers,NONE,USA,en
ny last time kp and jokic played it didn t end well for kp porzingis got bullied by jokic wh ,Danny Z ,NONE,USA,en
breakingthesilence freepalestine savepalestine ,OummS jida Daily,NONE,France,und
i got bullied ever since i was born by my own sister i standed up to her and now she leaves me alone ,Coralys Pab n,NONE,NONE,en
samwell tarly is so underrated he grew up being bullied by his dad but he didn t let it get to him and became a great person a loyal friend,dee,NONE,NONE,en
being bullied by big boy accounts ,Ryan,NONE,NONE,en
officials making sexist remarks cough cough terry taylor cough cough michael hayes not stating as fact just a guess ,Giovanni Gomez,NONE,USA,en
a woman who lives like an abused wife should not make light of a man abusing a woman or even threatening to , Bull Wrangler ,NONE,NONE,en
maybe lucy will tackle this issue in a future programme on lbc ,LATEST BREAKING NEWS,NONE,Ukraine,en
that s damn right show him what time it is ,Nate De Von Sanford,NONE,USA,en
when a professor is stalked by a student a call for safe walks on campus ,Conditional Accept,NONE,USA,en
generation also on the abuse suffered by mps on both sides of the house by the hard lef ,Aine AML ,NONE,Ireland,en
justinedamond womensmarch according to somali muslims the woman is always at fault in a rape he stoned h ,Peter Paschal,NONE,Nashville TN,en
can you do something about the person hazing this marine s account this woman s if it is one ha ,Mary L Cole,NONE,USA,en
urgh just caught out a girl totally lying about being harrassed there on one of my radiohead fb groups i had her back and she totally gt gt ,David Whyte,NONE,Scotland,en
can become friends hahah really seem like i m being bullied by many right fml ,delorse means sorrow,NONE,NONE,en
kinda like how when anita sarkissian says she s being harrassed or her life is under threat and sud ,Arthour,NONE,United Kingdom,en
muslim woman writes islamic sex guide to help tackle abuse and is immediately abused by muslims ,AnarAristo,NONE,France,en
got bullied to bournemouth by ramsey and didn t even start regularly there ,Chandler,NONE,USA,en
it was disturbing being harrassed amp preached at just trying to go to class study or read by sunday who was a complete fanatic in college,Kimberly M Christy ,NONE,NONE,en
i came here for love notto be bullied and enslaved by lbofbromley in partnership with park indigo uk ltd take the , Vbond,NONE,United Kingdom,en
l islam produit des bigots frustr s qui ne n ont plus que le viol consenti ou violent comme solution sexuelle ,AnarAristo,NONE,France,fr
this coming from an overweight loser who just exudes i got bullied by all the kids in my community and never got an ,wynton earle ,NONE,NONE,en
sick and tired of watching my friends get bullied by their significant others ,Brooklyn Bull,NONE,NONE,en
there are so many fas who forget it s our job to take care of every pax we need to stand up for fat people being b ,Traci Rai,United States,USA,en
muslim woman writes islamic sex guide to help tackle abuse and is immediately abused by muslims , Mahesh,NONE,India,en
no assembly dissolving of assemblies no resignation no getting bullied by any one mil judiciary pti or any o ,NHA,NONE,NONE,en
you are no longer in muslim are in infidel land and we don t do that here it s called abus ,MaryFrances,NONE,USA,en
up next with on liveandlocal running against and stalked and recorded by george soros super pac,Megan Barth,NONE,NONE,en
p s the real bigots are the men that make you feel uncomfortable to the ,Kai,NONE,NONE,en
never mind then i was bullied by some other cyber troll,Papidell,NONE,NONE,en
not if you re being bullied or your life is being made miserable by some of your classmates,Sally Tester,NONE,Guernsey,en
you know you have a weak personality when you get bullied by a fucking 9 year old i m,yeemo robin ,NONE,NONE,en
sometimes i feel like i m not beautiful i used to get bullied by my friends at school because i was fat and ugly or ,cony 101,NONE,Chile,en
true i always keep left and always refuse to be bullied by these idiots cabinet ministers with a new sense of self importance ,Ahmednasir Abdullahi,NONE,Kenya,en
to all da terf shaming bullies tw transmen are welcome in female space so go redirect your abuse at the men who make you uncomfortable,Kai,NONE,NONE,en
congrats to the repubs who were loyal to their constituents amp weren t bullied by ,Keith,NONE,NONE,en
such a stupid situation poor woman abused for being normal in a very backward place this is 2017 times change,Paul,NONE,NONE,en
do you remember cnn going crazy over these sexist remarks made by obama speaking about kamalaharris s looks m ,Michael,NONE,Zimbabwe,en
loooool i could ve have 12 kids by now ,Deej ,NONE,NONE,en
you re a delicate snowflake for demanding that govt provide for populace but a manly man when you brag abt being bullied by authority figs,Rufus T Firefly,NONE,USA,en
but you still come over bih you love getting bullied by my mom, ,NONE,NONE,en
it will remind u uproar in assembly over minister s sexist outburst ,Salahuddin khan,NONE,Pakistan,en
ladies rule he was being stalked by a non law enforcement at night and had every right to stan ,Southeast Georgia,NONE,USA,en
in our school a girl was expelled and bullied by the whole school when our class was behind her ,Constantin Vogel,NONE,Germany,en
see masen2018 mapoli isn t fit to serve at us senator we got geoff retweeting conspir , Bye ,NONE,USA,en
fgm female genital mutilation is a islamic authorized form of child abuse why is the world silent 1500357395,Zvi Lando,NONE,Israel,en
why let sen chuck schumer complete his remarks and cut off sen amy klobuchar very sexist and disappointing genderbalance,Harriett Fox C P A,NONE,USA,en
function i hold generation woman accountible for annihilation of life on earth to benefit of wallets of generation ,Jasen Bourn,NONE,United Kingdom,en
i just got harrassed by a group of 8 year olds i m really not joking really,becca,NONE,NONE,en
qizai was abandoned by his mother when he was 2 months old amp was constantly bullied by other pandas as well now ,Stephen Quavo,NONE,USA,en
mickeison i was bullied my entire life first as a kid as the only colored kid in a 99 white area amp now by r ,Hey Joe,NONE,NONE,en
how can i help my 6 yo boy who has being bullied by one of his classmates ,Go Become,NONE,USA,en
and how much effort do they make to arrest all the women beaten oppressed and abused i think we all know the answ ,Celestia Aida,NONE,United Kingdom,en
same here i don t remember being told that they have a right of way when i was at the driving school ,Codi,NONE,Kenya,en
no chicago won t be bullied by big condiment ,Ashok Selvam,NONE,USA,en
i just don t see it and i thought he was nullified bullied last year so easily by cb s ,Michael Thornton,NONE,United Kingdom,en
help im being harrassed by a cinderella bitch and all the virgins that she has friend zoned these guys are trans homos no balls ,Myles Vaccaro,NONE,Canada,en
i am so tired of being harrassed by yall random ass men when im just tryna go about my day theres no reason for you to need to touch me ,tara ,NONE,NONE,en
ok but why can t you you got offended over nothing ,drizzy,NONE,NONE,en
money is a weird way 2 spell men ,pride n joy of ,NONE,NONE,en
i ve been stalked by 3 ppl in my life there are some creeps out there,Domonique ,NONE,NONE,en
on now gt gt former detroit police chief ike mckinnon shares his harrowing experience during the detroit uprising of 1967 ,Stateside Radio,NONE,USA,en
i have a whole brother in tallahassee and i m still getting bullied by niggas ,Rare Breed ,NONE,USA,en
i know this isn t like the usual bullying stories but i feel bullied by my own parents ,FINN S STAGE MOMMA,NONE,USA,en
i think you missed being professional and not being bullied by who went to far , Steve Plunkett ,United States,USA,en
sam as a proud union member i have the utmost respect for you seem to be one of few who want to do right ,Mike Locke,NONE,United Kingdom,en
